Q1_answer,Q1_last16_list,Q2_goals_r32,Q3_goals_rest_ko,Q4_90min_draws,Q5_penalty_shootouts,Q6_top_ko_goals_nation,Bet 1 result,Bet 2 result,Bet 3 result,Bet 4 result
,,,,,,,,,,
